analysis_unit,campo,timepoint_h,imagej,ai
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,0.6147,0.6004150436416682
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,0.6981,0.6942355644068126
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,0.082,0.10712497801380205
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,0.1174,0.16425403831033358
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,0.3793,0.37753070033538366
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,0.1089,0.0494468761393669
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,0.1405,0.14441564583100577
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,0.4537,0.3845789156623414
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,0.2314,0.20334039700052592
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,0.2959,0.29331083280863873
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,0.2301,0.3441792066405229
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,0.2157,0.22272489313318825
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,0.5794,0.495522795134705
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,-0.0266,-0.012280534008105236
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,0.103,0.11525652858123717
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,0.4371,0.4269358688785994
Originais (1)||None||A1||c1,1,8,0.5074,0.5640872465066306
Originais (1)||None||A1||c1,1,12,0.7203,0.7098853562330955
Originais (1)||None||A1||c1,1,24,1.0,1.0
Originais (1)||None||A1||c2,2,8,0.489,0.4832667644881954
Originais (1)||None||A1||c2,2,12,0.7077,0.6832089216207082
Originais (1)||None||A1||c2,2,24,1.0,1.0
Originais (1)||None||A5||c1,1,8,0.6163,0.5775349022959133
Originais (1)||None||A5||c1,1,12,0.8311,0.7166964492676432
Originais (1)||None||A5||c1,1,24,1.0,1.0
Originais (1)||None||A5||c2,2,8,0.5978,0.5842349257943908
Originais (1)||None||A5||c2,2,12,0.8303,0.7571783236251731
Originais (1)||None||A5||c2,2,24,1.0,1.0
Originais (1)||None||B5||c1,1,8,0.5039,0.5090317890995196
Originais (1)||None||B5||c1,1,12,0.6416,0.6557472657936984
Originais (1)||None||B5||c2,2,8,0.2352,0.4460988386631673
Originais (1)||None||B5||c2,2,12,0.2843,0.5777141648342329
Originais (1)||None||D1||c2,2,8,0.2561,0.49064878382678795
Originais (1)||None||D1||c2,2,12,0.432,0.7214864577982488
P1|CT|F10,F10,48,1.0,1.0
P1|CT|F8,F8,24,1.0,1.0
P1|CT|F8,F8,48,1.0,1.0
P1|PTX|F2,F2,24,0.4384,0.5245814939365332
P1|PTX|F2,F2,48,0.7695,0.721744508936482
P1|PTX|F9,F9,24,0.1489,0.14115231132953246
P1|PTX|F9,F9,48,0.4793,0.3691920668945241
P2|CARBO+GEO|F14,F14,48,0.4971,0.42805306338728993
P2|CARBO+GEO|F8,F8,24,0.5044,0.5215761560796405
P2|CARBO+GEO|F8,F8,48,0.5957,0.5929862609308847
P2|CARBO|F9,F9,24,0.5362,0.37604384314888906
P2|CARBO|F9,F9,48,1.0,1.0
P2|CT|F9,F9,24,0.8479,0.8794011178015163
P2|CT|F9,F9,48,1.0,1.0
P2|GEO|F11,F11,24,0.4712,0.4757153387647808
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.5920519682238684
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0
Saudável||None||B1||c1,1,12,0.2474,-0.13240226112750517
Saudável||None||B1||c1,1,24,0.8772,0.6739045524331049
Saudável||None||B1||c2,2,24,0.6237,0.5024185532248849
originais||None||A1||c1,1,8,0.4187,0.4079092786538123
originais||None||A1||c2,2,8,0.2655,0.2916265948579856
originais||None||B5||c1,1,24,0.4674,0.938876978690477
originais||None||D1||c1,1,8,0.4376,0.42277488418005826
originais||None||D1||c1,1,12,0.5513,0.5339419881449388
originais||None||D1||c1,1,24,0.8835,0.840196721197515
originais||None||D1||c2,2,8,0.4467,0.4069752969059316
originais||None||D1||c2,2,12,0.5702,0.5325894690532975
originais||None||D1||c2,2,24,0.7929,0.8037672225793229
originais||None||D4||c1,1,8,0.6003,0.6060212226898328
originais||None||D4||c1,1,24,0.8093,1.0
