run,braco,ponto,arquivo,iou,pred_vazia,tem_ferida
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,A5 8HR 2_png.rf.7U0SE5K1r1eXtmiCBL1Q.png,0.851949,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,A6 0H 1_png.rf.rKpcg4iYJ50H0XfmG98n.png,0.864289,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,A6 0H 2_png.rf.xTjPOuBdGBBEAQh6qzcS.png,0.930726,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,0.856596,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,0.948185,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,0.788429,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,0.842918,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,0.883153,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,0.972434,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,0.974316,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,0.972996,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,0.969524,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,0.951893,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,0.949481,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,0.94473,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,0.941171,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,0.967882,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,0.96073,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,0.924909,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,0.876872,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 12HR 1_png.rf.iGQ0raXb1cPFjLpTE8Qs.png,0.960601,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 12hr 1_png.rf.Basp8dmX2exqZZBqydBx.png,0.927042,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 12hr 1_png.rf.MkOpH7SVtG5q4EYuFmK2.png,0.907164,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 12hr 1_png.rf.sRUPpw6VBKsEL7UWcuqg.png,0.923396,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 12hr_1_png.rf.dB4OztvLmzVa4BGq5jCN.png,0.910052,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,0.895628,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 24HR 1_png.rf.ZOXgAwm7pCyA0PxFBFkk.png,0.856465,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 24HR 2_png.rf.Ls9u8THJDkrAcAUiOT0Q.png,0.912462,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 24hr 1_png.rf.wZriPsVdQe9B1XYh0ypQ.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 24hr 2_png.rf.kOhjizJROLOCgNfM1IF5.png,0.898017,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 8H 1_png.rf.fqDTrXJGtwGnRUswH16c.png,0.962563,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 8H 2_png.rf.gA6SnVr547LgfEenVrRi.png,0.909242,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 8HR 1_png.rf.AMXvM5M5gyDuLKC5DTa9.png,0.945724,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 8HR 2_png.rf.QKXzmdKQE41ccuWFgbwS.png,0.961087,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 8hr 1_png.rf.pwZlWzk9sZA3CwldABe9.png,0.952974,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 8hr 1_png.rf.xNkp4JfkmuylOQerzD1Q.png,0.936734,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B1 8hr 2_png.rf.L73Y3X4Dx7HELGkPVNlg.png,0.936059,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B4 0H 1_png.rf.UkNByK7H1jadGiO9HCAd.png,0.905505,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B4 0H 2_png.rf.rXION3PvUG9p2y5KH5ZG.png,0.942934,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B4 12H 1_png.rf.1ULnxID5MP426B41agfS.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B4 12H 2_png.rf.BUDIsAimJHwizKA26kde.png,0.909455,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B4 24H 1_png.rf.b60wYuoI9jxCKCHE2l9q.png,0.888875,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B4 24H 2_png.rf.Dy3NkPc0L9HXhRCtCbkW.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B4 8H 1_png.rf.OVZZyofXQpVrU06rEdEV.png,0.919944,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B4 8H 2_png.rf.ShxIhASvXw8lGbZkLgUb.png,0.733275,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 0HR 1_png.rf.HyxAq2SZFEx1y342m6b9.png,0.958144,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 0HR 1_png.rf.J6hP1h51BcAFg4KFN6lN.png,0.977224,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 0HR 2_png.rf.MUU0CWJgRWrZIA9N0J2X.png,0.973072,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 12HR 1_png.rf.XqoVkA4DK3JbERfwmQPP.png,0.922996,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 12HR 2_png.rf.EZH0RYIN3t8Q75rFyebV.png,0.929987,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 12HR 2_png.rf.mSR2WAZaiHT4hljqFuAE.png,0.856376,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 24HR 1_png.rf.TJTLDoAzR6YqhVVqJjBV.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 24HR _png.rf.g9PDGT1tjMWdiPw6OCJg.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 8HR 1_png.rf.Ym4RLm5f7bEAlTD8XV4Q.png,0.925211,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 8HR 2_png.rf.1bM2nfrE3C3SuMgkQzIF.png,0.949108,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B5 8HR 2_png.rf.BzRPidTOrz4nL1zIlvSL.png,0.965059,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B6 0HR 1_png.rf.G9IIgGta9Gbbj9yqetJW.png,0.978266,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B6 0hr 1_png.rf.tP2kS9n37GFU0hMWW7mV.png,0.950922,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B6 12HR 1_png.rf.gMy5B0cpXrZXzyMCZhuv.png,0.865948,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B6 12HR 2_png.rf.BMDqWV1RTxKKoPMgnLal.png,0.926737,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B6 12hr 1_png.rf.wMEDLQnrMWwVbcfKlQek.png,0.878566,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B6 12hr 2_png.rf.y4b1NNhMuInMAANEGR5y.png,0.932844,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B6 24h 1_png.rf.HqRokqEzDfBP5O3ZtezT.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,B6 24h 1_png.rf.Mqv4F4d5b4AUQiStkAzE.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 0H 1_png.rf.OdwF3vyzWYOgZ8CvxU5t.png,0.961398,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 0H 1_png.rf.qfmzlYXXLFM1UbctuHo5.png,0.971381,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 0H 2_png.rf.UQiYCwrvqp79phsQH2z3.png,0.981857,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 12H 1_png.rf.OLiywuVh8Y6xj17HnU6e.png,0.912489,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 12H 1_png.rf.eqPnAQCG5aI0rvfthMNV.png,0.909238,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 12H 2_png.rf.oLP5pb7BztRNGjNEDlAS.png,0.663166,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 12H 2_png.rf.yGOWuMwCESVagvk7Q4HY.png,0.865007,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 24H 1_png.rf.GRabFdMEvh7NdJQw7srC.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 24H 2_png.rf.1BqtMMJEWOuzOCOM43Zl.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 8H 1_png.rf.QRwHfTeZ3iXOWs30KZOS.png,0.9143,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 8H 1_png.rf.m0k3TjlxKvLXDFhuBq52.png,0.890754,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,C5 8H 2_png.rf.Su3UAyP9dztNqZtfn0u1.png,0.933583,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 0H 1_png.rf.fw3oXHFKRwGBIpMcBKY2.png,0.969272,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 0H 2_png.rf.In3g26PLvIPVilZ9guvK.png,0.971104,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 0HR 1_png.rf.X95BBgcop2LdYBHvWj7G.png,0.965406,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 0HR 1_png.rf.pXGKiyw6dpCjGOogRcBS.png,0.96437,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 0HR 2_png.rf.Ak8bfHD2sNvAS5ARU8WU.png,0.975538,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 0HR 2_png.rf.pBkydjxMgVt0vB999uLo.png,0.965096,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 12H 1_png.rf.mKsxEDejqQN6qCQxLyns.png,0.941196,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 12H 2_png.rf.hM6Jhc6UJKSMWKFN6Pta.png,0.958572,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 12HR 1_png.rf.Sa5pwYNBsukEYVE7qdCO.png,0.921891,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 12HR 1_png.rf.mtvtObh31Z25eXwo4BTB.png,0.882048,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 12HR 2_png.rf.E03XFlEmMbe4CLEeQ5L0.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 12HR 2_png.rf.c61b9Qj6PnDGEcivk5oi.png,0.935725,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 24H 1_png.rf.9St1pSdNBqUmYewNNUks.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 24H 2_png.rf.JPXsJfPNRWwnAkf2OC68.png,0.900041,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 24HR 1_png.rf.D7yfyoxo08GRgfqWxkKs.png,0.860298,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 24HR 1_png.rf.EHcrx6DNEOw8vqgtCyC2.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 24HR 2_png.rf.sKzjQXeeTmG65NxFRo5z.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 24HR 2_png.rf.uoxKxnADebGlXimnPrEx.png,0.874688,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 8H 1_png.rf.AmYzGCscmIMNbZlAIVL4.png,0.941042,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 8H 2_png.rf.1Guur0r0WOYFqgYbD8Ix.png,0.507516,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 8HR 1_png.rf.7pXlMXWWJkv2xLuAp89c.png,0.944983,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 8HR 1_png.rf.Pm37sn4g0olAl9FUCP58.png,0.920887,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 8HR 2_png.rf.We4y9DkVsrjwHtYEPH1S.png,0.928061,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D1 8HR 2_png.rf.zXqaP0fHqHbabD0CzjuF.png,0.950901,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D3 0H 1_png.rf.jWsUip53LaCF4OaEEFcb.png,0.982568,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D3 0H 2_png.rf.lkEcbAGS1IAwabi3cMT3.png,0.977581,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D3 12H 1_png.rf.vDKmMF3YJlFSbIbFZHci.png,0.967545,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D3 12H 2_png.rf.bk65RyMB9bMlU59S1RY7.png,0.977564,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D3 24H 1_png.rf.lgES3xZvT7KoszPGhV44.png,0.95355,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D3 24H 2_png.rf.vu9MuWKRyoy3WKGkVrI5.png,0.879333,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D3 8H 1_png.rf.6ah0Jg4O5oakLSomUxcX.png,0.974181,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D3 8H 2_png.rf.RmIwn01JNbgfY0VcrlAP.png,0.962246,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 0H 1_png.rf.FutNJ1bcHBCTMEvRlEBr.png,0.972508,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 0H 1_png.rf.hIDWQ46StqSUcKyGmBYY.png,0.971759,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 0H 2_png.rf.7RFXNZEElcEIxiB134la.png,0.975934,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 0H 2_png.rf.eVEb58gAMbcellIRwKuX.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 0HR 1_png.rf.eLqJwBy4PkAeXHhqw8Ir.png,0.963729,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 0HR 2_png.rf.EwNjDB9ss3gmM00iJqPT.png,0.97133,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 12H 1_png.rf.9BeWOTfVwMn3ywdSyPmt.png,0.950359,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 12H 1_png.rf.rmwAgsyRm1ZzZ55GuiPB.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 12H 2_png.rf.JoRndEJA1lep3hprLUOS.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 12H 2_png.rf.txyJ67o8LXpC3sVtUoTH.png,0.733529,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 12HR 1_png.rf.coQP5Rm68FoQiPA5lE4l.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 12HR 2_png.rf.3mHz6QXfVp3bYuBorSyN.png,0.860858,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 24H 1_png.rf.4NmTRoRHXyugKUw10i8s.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 24H 1_png.rf.l74W6BtAd1h2vbDdLYa7.png,0.917801,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 24H 2_png.rf.RklTkqfkG2jxmrJIVlDw.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 24HR 1_png.rf.ZeWox4g9WSQYjCRdF5Hj.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 24HR 2_png.rf.aSdWjnYDFFICPSVHPh41.png,1.0,1,0
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 8H 1_png.rf.a8mANb97avVu4hPsbo7a.png,0.652711,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 8H 1_png.rf.xpR4xGrS7xqp2WqsHOdj.png,0.960014,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 8H 2_png.rf.ixTzZNh35XGijmR7VOtL.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 8H 2_png.rf.mnoVDerLhE6PpOQcbUog.png,0.943415,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 8HR 1_png.rf.VEshHRtiysfYv1YrXVR9.png,0.901369,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,D4 8HR 2_png.rf.1gESfR3nmJtUf5QdqE6H.png,0.871768,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,E1 0H 1_png.rf.O4klFnPAFBZQG7ZiiWoa.png,0.968228,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,E1 0H 2_png.rf.dwk6Z6HVga7ttj23PmV9.png,0.955434,0,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,E1 12H 1_png.rf.MXhOPdUnNbYD4WTRbftP.png,0.0,1,1
yolo11m-seg_black_coco_seed42,YOLO M,conf=0.8,E1 12H 2_png.rf.GKeGTBMimaglOZhGi5n6.png,0.58273,0,1
