analysis_unit,campo,timepoint_h,imagej,ai
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,0.5794,0.579429849077697
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,-0.0266,-0.02658144371734375
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,0.103,0.10297773043169488
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,0.4371,0.43707198295541017
Originais (1)||None||A1||c1,1,8,0.5074,0.5073849957707073
Originais (1)||None||A1||c1,1,12,0.7203,0.7203461513436138
Originais (1)||None||A1||c1,1,24,1.0,1.0
Originais (1)||None||A1||c2,2,8,0.489,0.4890226628895184
Originais (1)||None||A1||c2,2,12,0.7077,0.7076841359773371
Originais (1)||None||A1||c2,2,24,1.0,1.0
Originais (1)||None||A5||c1,1,8,0.6163,0.6163230363130484
Originais (1)||None||A5||c1,1,12,0.8311,0.8311336234572304
Originais (1)||None||A5||c1,1,24,1.0,1.0
Originais (1)||None||A5||c2,2,8,0.5978,0.5977949142820725
Originais (1)||None||A5||c2,2,12,0.8303,0.830348607481996
Originais (1)||None||A5||c2,2,24,1.0,1.0
Originais (1)||None||B5||c1,1,8,0.5039,0.5039459524094224
Originais (1)||None||B5||c1,1,12,0.6416,0.6416357766351788
Originais (1)||None||B5||c2,2,8,0.2352,0.23515971506652936
Originais (1)||None||B5||c2,2,12,0.2843,0.2842614578199901
Originais (1)||None||D1||c2,2,8,0.2561,0.2560929169840061
Originais (1)||None||D1||c2,2,12,0.432,0.432025894897182
P1|CT|F10,F10,48,1.0,1.0
P1|CT|F8,F8,24,1.0,1.0
P1|CT|F8,F8,48,1.0,1.0
P1|PTX|F2,F2,24,0.4384,0.4383962540239976
P1|PTX|F2,F2,48,0.7695,0.7694980977465612
P1|PTX|F9,F9,24,0.1489,0.14887184228280148
P1|PTX|F9,F9,48,0.4793,0.4793233552384998
P2|CARBO+GEO|F14,F14,48,0.4971,0.4970569168935563
P2|CARBO+GEO|F8,F8,24,0.5044,0.5043854899837574
P2|CARBO+GEO|F8,F8,48,0.5957,0.5956686518678939
P2|CARBO|F9,F9,24,0.5362,0.5362245543052219
P2|CARBO|F9,F9,48,1.0,1.0
P2|CT|F15,F15,24,0.7131,0.7130675211245768
P2|CT|F15,F15,48,1.0,1.0
P2|CT|F9,F9,24,0.8479,0.8479041608947719
P2|CT|F9,F9,48,1.0,1.0
P2|GEO|F11,F11,24,0.4712,0.4711916622968012
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.7135378732702112
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0
Saudável||None||B1||c1,1,12,0.2474,0.24741684359518754
Saudável||None||B1||c1,1,24,0.8772,0.8772351969804199
Saudável||None||B1||c2,2,24,0.6237,0.6237028945931185
originais||None||A1||c1,1,8,0.4187,0.41869095816464236
originais||None||A1||c2,2,8,0.2655,0.26554034372269153
originais||None||B5||c1,1,24,0.4674,0.4674332039580877
originais||None||D1||c1,1,8,0.4376,0.4376113600777496
originais||None||D1||c1,1,12,0.5513,0.5512661303385347
originais||None||D1||c1,1,24,0.8835,0.8835376059608012
originais||None||D1||c2,2,8,0.4467,0.44669327251995433
originais||None||D1||c2,2,12,0.5702,0.5701729380463701
originais||None||D1||c2,2,24,0.7929,0.7928544279741543
originais||None||D4||c1,1,8,0.6003,0.6002760683269109
originais||None||D4||c1,1,24,0.8093,0.8092827974923794
