analysis_unit,campo,timepoint_h,imagej,ai
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,0.5844,0.5871894072027878
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,0.5931,0.5841025060110026
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,0.7255,0.730274901842498
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,0.604,0.5761666480241522
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,0.8762,1.0
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,0.5942,0.5763503324342237
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,0.6147,0.6056277635592839
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,0.6981,0.6967544316650325
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,0.082,0.12551327626835673
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,0.1174,0.16040679815418937
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,0.3793,0.3823493269440696
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,0.1089,0.10389068968578467
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,0.1405,0.147181073611343
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,0.4537,0.41675626981275576
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,0.2314,0.227045774561213
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,0.2959,0.31605538676103234
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,0.2301,0.5499124763326587
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,0.2157,0.2227371317057838
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,0.5794,0.5369612886831848
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,-0.0266,0.010953773246404445
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,0.103,0.11627643984552066
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,0.4371,0.44560891854540025
Originais (1)||None||A1||c1,1,8,0.5074,0.5662369890522887
Originais (1)||None||A1||c1,1,12,0.7203,1.0
Originais (1)||None||A1||c1,1,24,1.0,1.0
Originais (1)||None||A1||c2,2,8,0.489,0.4916602938408587
Originais (1)||None||A1||c2,2,12,0.7077,0.6744218664785385
Originais (1)||None||A1||c2,2,24,1.0,1.0
Originais (1)||None||A5||c1,1,8,0.6163,0.5757029978933386
Originais (1)||None||A5||c1,1,12,0.8311,1.0
Originais (1)||None||A5||c1,1,24,1.0,1.0
Originais (1)||None||A5||c2,2,8,0.5978,0.5756902571178133
Originais (1)||None||A5||c2,2,12,0.8303,0.730571916717274
Originais (1)||None||A5||c2,2,24,1.0,1.0
Originais (1)||None||B5||c1,1,8,0.5039,0.5074992038598619
Originais (1)||None||B5||c1,1,12,0.6416,0.6500183766593525
Originais (1)||None||B5||c2,2,8,0.2352,0.4588623067985832
Originais (1)||None||B5||c2,2,12,0.2843,0.5711473404982872
Originais (1)||None||D1||c2,2,8,0.2561,0.5045902157884639
Originais (1)||None||D1||c2,2,12,0.432,1.0
P1|CT|F10,F10,48,1.0,1.0
P1|CT|F8,F8,24,1.0,1.0
P1|CT|F8,F8,48,1.0,1.0
P1|PTX|F2,F2,24,0.4384,0.5055139733554787
P1|PTX|F2,F2,48,0.7695,0.7015961364930886
P1|PTX|F9,F9,24,0.1489,0.25513214684262586
P1|PTX|F9,F9,48,0.4793,0.36537507078000137
P2|CARBO+GEO|F14,F14,48,0.4971,0.4593140740355518
P2|CARBO+GEO|F8,F8,24,0.5044,0.5352875822472916
P2|CARBO+GEO|F8,F8,48,0.5957,1.0
P2|CARBO|F9,F9,24,0.5362,1.0
P2|CARBO|F9,F9,48,1.0,1.0
P2|CT|F9,F9,24,0.8479,0.8719847048341266
P2|CT|F9,F9,48,1.0,1.0
P2|GEO|F11,F11,24,0.4712,0.46751597570266346
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.6776015485648229
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0
Saudável||None||B1||c1,1,12,0.2474,-0.1505384687573249
Saudável||None||B1||c1,1,24,0.8772,1.0
Saudável||None||B1||c2,2,24,0.6237,0.6317251575000966
originais||None||A1||c1,1,8,0.4187,0.39753125068725853
originais||None||A1||c2,2,8,0.2655,0.29711318060635994
originais||None||B5||c1,1,24,0.4674,1.0
originais||None||D1||c1,1,8,0.4376,0.4639779691627306
originais||None||D1||c1,1,12,0.5513,0.5769640646994223
originais||None||D1||c1,1,24,0.8835,0.837608845935113
originais||None||D1||c2,2,8,0.4467,0.4401047417270243
originais||None||D1||c2,2,12,0.5702,0.5639302175866631
originais||None||D1||c2,2,24,0.7929,0.8020817186930206
originais||None||D4||c1,1,8,0.6003,0.6082691510348904
originais||None||D4||c1,1,24,0.8093,1.0
