analysis_unit,campo,timepoint_h,imagej,ai
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.8744323067813525
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0
Saudável||None||B1||c1,1,12,0.2474,-0.1600383131441541
Saudável||None||B1||c1,1,24,0.8772,1.0
Saudável||None||B1||c2,2,24,0.6237,0.6377036916081468
originais||None||A1||c1,1,8,0.4187,0.40906406050786226
originais||None||A1||c2,2,8,0.2655,0.29480062608845065
originais||None||B5||c1,1,24,0.4674,1.0
originais||None||D1||c1,1,8,0.4376,0.45414359137814264
originais||None||D1||c1,1,12,0.5513,0.5761254620890464
originais||None||D1||c1,1,24,0.8835,1.0
originais||None||D1||c2,2,8,0.4467,0.43472059681565434
originais||None||D1||c2,2,12,0.5702,0.5508308963046832
originais||None||D1||c2,2,24,0.7929,0.8182852640664583
originais||None||D4||c1,1,8,0.6003,0.606682532305501
originais||None||D4||c1,1,24,0.8093,1.0
