analysis_unit,campo,timepoint_h,imagej,ai
Originais (1)||None||A1||c2,2,12,0.7077,0.6838638469558624
Originais (1)||None||A1||c2,2,24,1.0,1.0
Originais (1)||None||A5||c1,1,8,0.6163,0.5704017264941509
Originais (1)||None||A5||c1,1,12,0.8311,0.7281206542082294
Originais (1)||None||A5||c1,1,24,1.0,1.0
Originais (1)||None||A5||c2,2,8,0.5978,0.5745963323743744
Originais (1)||None||A5||c2,2,12,0.8303,0.7645768294335908
Originais (1)||None||A5||c2,2,24,1.0,1.0
Originais (1)||None||B5||c1,1,8,0.5039,0.5024878439000164
Originais (1)||None||B5||c1,1,12,0.6416,0.6477398332139622
Originais (1)||None||B5||c2,2,8,0.2352,0.44329459301009644
Originais (1)||None||B5||c2,2,12,0.2843,0.5720865776255987
Originais (1)||None||D1||c2,2,8,0.2561,0.47902349669666305
Originais (1)||None||D1||c2,2,12,0.432,0.7145761050764969
P1|CT|F10,F10,48,1.0,1.0
P1|CT|F8,F8,24,1.0,0.9985943374439631
P1|CT|F8,F8,48,1.0,1.0
P1|PTX|F2,F2,24,0.4384,0.5302186468968239
P1|PTX|F2,F2,48,0.7695,0.730365488722536
P1|PTX|F9,F9,24,0.1489,0.15107354181142238
P1|PTX|F9,F9,48,0.4793,0.3716881426593423
P2|CARBO+GEO|F14,F14,48,0.4971,0.41235296762909956
P2|CARBO+GEO|F8,F8,24,0.5044,0.528515842269139
P2|CARBO+GEO|F8,F8,48,0.5957,0.6019326580789289
P2|CARBO|F9,F9,24,0.5362,0.3232575193507713
P2|CARBO|F9,F9,48,1.0,1.0
P2|CT|F9,F9,24,0.8479,0.8831614128330518
P2|CT|F9,F9,48,1.0,1.0
P2|GEO|F11,F11,24,0.4712,0.47164254415861834
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.6031272381558398
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0
Saudável||None||B1||c1,1,12,0.2474,-0.10984664432387926
Saudável||None||B1||c1,1,24,0.8772,0.696410847032121
Saudável||None||B1||c2,2,24,0.6237,0.5294751112581119
originais||None||A1||c1,1,8,0.4187,0.40483661043135477
originais||None||A1||c2,2,8,0.2655,0.2898386178590299
originais||None||B5||c1,1,24,0.4674,0.9510304387328206
originais||None||D1||c1,1,8,0.4376,0.43801666549659557
originais||None||D1||c1,1,12,0.5513,0.5242393767349632
originais||None||D1||c1,1,24,0.8835,0.8337967927430568
originais||None||D1||c2,2,8,0.4467,0.41068099096762
originais||None||D1||c2,2,12,0.5702,0.5427046563669249
originais||None||D1||c2,2,24,0.7929,0.7966024745019488
originais||None||D4||c1,1,8,0.6003,0.6012988855832759
originais||None||D4||c1,1,24,0.8093,1.0
