analysis_unit,campo,timepoint_h,imagej,ai
Originais (1)||None||A5||c1,1,8,0.6163,0.5765434312043616
Originais (1)||None||A5||c1,1,12,0.8311,0.8039551990802698
Originais (1)||None||A5||c1,1,24,1.0,1.0
Originais (1)||None||A5||c2,2,8,0.5978,0.5592180021073394
Originais (1)||None||A5||c2,2,12,0.8303,0.804889223371257
Originais (1)||None||A5||c2,2,24,1.0,1.0
Originais (1)||None||B5||c1,1,8,0.5039,0.45736988142542234
Originais (1)||None||B5||c1,1,12,0.6416,0.5819468336893319
Originais (1)||None||B5||c2,2,8,0.2352,0.17455385508533625
Originais (1)||None||B5||c2,2,12,0.2843,0.17185083423514286
Originais (1)||None||D1||c2,2,8,0.2561,0.2115660326431378
Originais (1)||None||D1||c2,2,12,0.432,0.3505011114798927
P1|CT|F10,F10,48,1.0,1.0
P1|CT|F8,F8,24,1.0,1.0
P1|CT|F8,F8,48,1.0,1.0
P1|PTX|F2,F2,24,0.4384,0.2536273983653785
P1|PTX|F2,F2,48,0.7695,0.6146555440417338
P1|PTX|F9,F9,24,0.1489,-0.181233922247793
P1|PTX|F9,F9,48,0.4793,0.11507192770523013
P2|CARBO+GEO|F14,F14,48,0.4971,0.1262279377926094
P2|CARBO+GEO|F8,F8,24,0.5044,0.34968896065620264
P2|CARBO+GEO|F8,F8,48,0.5957,0.3338862609990124
P2|CARBO|F9,F9,24,0.5362,0.38176137523789294
P2|CARBO|F9,F9,48,1.0,1.0
P2|CT|F15,F15,24,0.7131,0.6120956450099727
P2|CT|F15,F15,48,1.0,1.0
P2|CT|F9,F9,24,0.8479,0.787036984377632
P2|CT|F9,F9,48,1.0,1.0
P2|GEO|F11,F11,24,0.4712,0.26374856412276815
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.6665735538538452
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0
Saudável||None||B1||c1,1,12,0.2474,0.11680514722630397
Saudável||None||B1||c1,1,24,0.8772,0.8309633138050615
Saudável||None||B1||c2,2,24,0.6237,0.487076623837601
originais||None||A1||c1,1,8,0.4187,0.34758458898275185
originais||None||A1||c2,2,8,0.2655,0.18737588967374788
originais||None||B5||c1,1,24,0.4674,0.2870271307598765
originais||None||D1||c1,1,8,0.4376,0.3558894497245992
originais||None||D1||c1,1,12,0.5513,0.4665605770043771
originais||None||D1||c1,1,24,0.8835,0.8400530338145651
originais||None||D1||c2,2,8,0.4467,0.3651143738709333
originais||None||D1||c2,2,12,0.5702,0.47891649703476247
originais||None||D1||c2,2,24,0.7929,0.7016704900634199
originais||None||D4||c1,1,8,0.6003,0.5642557006772081
originais||None||D4||c1,1,24,0.8093,0.7436140076960776
