analysis_unit,campo,timepoint_h,imagej,ai
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,0.6981,0.6559720797089621
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,0.082,0.10481693282626385
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,0.1174,0.1790292321037863
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,0.3793,0.37369968131214076
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,0.1089,0.049691693683707336
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,0.1405,0.22144468316332808
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,0.4537,0.42251409064661033
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,0.2314,0.20187556189315065
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,0.2959,0.3077392964923964
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,0.2301,0.4124095898840544
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,0.2157,0.24490083072145255
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,0.5794,0.5353502683835811
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,-0.0266,-0.03231163083541942
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,0.103,0.10258492014865615
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,0.4371,0.4388290457522437
Originais (1)||None||A1||c1,1,8,0.5074,0.5662000509202821
Originais (1)||None||A1||c1,1,12,0.7203,0.714183009072889
Originais (1)||None||A1||c1,1,24,1.0,1.0
Originais (1)||None||A1||c2,2,8,0.489,0.4822496688302057
Originais (1)||None||A1||c2,2,12,0.7077,0.6888251304325009
Originais (1)||None||A1||c2,2,24,1.0,1.0
Originais (1)||None||A5||c1,1,8,0.6163,0.5973662343833765
Originais (1)||None||A5||c1,1,12,0.8311,0.7251679921572047
Originais (1)||None||A5||c1,1,24,1.0,1.0
Originais (1)||None||A5||c2,2,8,0.5978,0.5868762349696877
Originais (1)||None||A5||c2,2,12,0.8303,0.7684529911328185
Originais (1)||None||A5||c2,2,24,1.0,1.0
Originais (1)||None||B5||c1,1,8,0.5039,0.5028664745229896
Originais (1)||None||B5||c1,1,12,0.6416,0.6451199562834987
Originais (1)||None||B5||c2,2,8,0.2352,0.4485313221526019
Originais (1)||None||B5||c2,2,12,0.2843,0.5759284129855468
Originais (1)||None||D1||c2,2,8,0.2561,0.47644011681531007
Originais (1)||None||D1||c2,2,12,0.432,0.7167370130084112
P1|CT|F10,F10,48,1.0,1.0
P1|CT|F8,F8,24,1.0,0.9918331371144088
P1|CT|F8,F8,48,1.0,1.0
P1|PTX|F2,F2,24,0.4384,0.5106841531870339
P1|PTX|F2,F2,48,0.7695,0.7220888424735927
P1|PTX|F9,F9,24,0.1489,0.14470903255308495
P1|PTX|F9,F9,48,0.4793,0.35266214877508995
P2|CARBO+GEO|F14,F14,48,0.4971,0.4198324456351926
P2|CARBO+GEO|F8,F8,24,0.5044,0.5121643396870762
P2|CARBO+GEO|F8,F8,48,0.5957,0.5894456472606184
P2|CARBO|F9,F9,24,0.5362,0.3357323052817455
P2|CARBO|F9,F9,48,1.0,1.0
P2|CT|F9,F9,24,0.8479,0.8956425783749007
P2|CT|F9,F9,48,1.0,1.0
P2|GEO|F11,F11,24,0.4712,0.48525912383973296
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.5766660644836099
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0
Saudável||None||B1||c1,1,12,0.2474,-0.09192853802056969
Saudável||None||B1||c1,1,24,0.8772,0.7734328399608436
Saudável||None||B1||c2,2,24,0.6237,0.4642915911210471
originais||None||A1||c1,1,8,0.4187,0.40263766570903503
originais||None||A1||c2,2,8,0.2655,0.2897694078795157
originais||None||B5||c1,1,24,0.4674,1.0
originais||None||D1||c1,1,8,0.4376,0.42926271411629924
originais||None||D1||c1,1,12,0.5513,0.5231699127665824
originais||None||D1||c1,1,24,0.8835,0.8206976681575482
originais||None||D1||c2,2,8,0.4467,0.4131319277747777
originais||None||D1||c2,2,12,0.5702,0.5372076229323978
originais||None||D1||c2,2,24,0.7929,0.8198484941893314
originais||None||D4||c1,1,8,0.6003,0.6154582843911272
originais||None||D4||c1,1,24,0.8093,1.0
