analysis_unit,campo,timepoint_h,imagej,ai
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,0.1174,0.1661034963227925
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,0.3793,0.3784320640282336
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,0.1089,0.07033052095813848
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,0.1405,0.17509237495446797
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,0.4537,0.43336441475512316
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,0.2314,0.1925413508930167
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,0.2959,0.2964855246630275
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,0.2301,0.2927574792923774
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,0.2157,0.20206784747544093
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,0.5794,0.5265684220647227
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,-0.0266,-0.025477359106978025
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,0.103,0.10943275587980364
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,0.4371,0.4410593782993314
Originais (1)||None||A1||c1,1,8,0.5074,0.55419299134561
Originais (1)||None||A1||c1,1,12,0.7203,0.7135147829148938
Originais (1)||None||A1||c1,1,24,1.0,1.0
Originais (1)||None||A1||c2,2,8,0.489,0.47635380182161524
Originais (1)||None||A1||c2,2,12,0.7077,0.6837455613462381
Originais (1)||None||A1||c2,2,24,1.0,1.0
Originais (1)||None||A5||c1,1,8,0.6163,0.5855255956229256
Originais (1)||None||A5||c1,1,12,0.8311,0.7289685867696282
Originais (1)||None||A5||c1,1,24,1.0,1.0
Originais (1)||None||A5||c2,2,8,0.5978,0.5747768963740234
Originais (1)||None||A5||c2,2,12,0.8303,0.7663771707585992
Originais (1)||None||A5||c2,2,24,1.0,1.0
Originais (1)||None||B5||c1,1,8,0.5039,0.4967867761038934
Originais (1)||None||B5||c1,1,12,0.6416,0.6428134008083927
Originais (1)||None||B5||c2,2,8,0.2352,0.4497645103285792
Originais (1)||None||B5||c2,2,12,0.2843,0.5678928864929117
Originais (1)||None||D1||c2,2,8,0.2561,0.4691416829100469
Originais (1)||None||D1||c2,2,12,0.432,0.714952696355279
P1|CT|F10,F10,48,1.0,1.0
P1|CT|F8,F8,24,1.0,1.0
P1|CT|F8,F8,48,1.0,1.0
P1|PTX|F2,F2,24,0.4384,0.559649087814264
P1|PTX|F2,F2,48,0.7695,0.7419753424014118
P1|PTX|F9,F9,24,0.1489,0.11857628065460567
P1|PTX|F9,F9,48,0.4793,0.36299769103181284
P2|CARBO+GEO|F14,F14,48,0.4971,0.4175617464076602
P2|CARBO+GEO|F8,F8,24,0.5044,0.5408934805036958
P2|CARBO+GEO|F8,F8,48,0.5957,0.6116556755504139
P2|CARBO|F9,F9,24,0.5362,0.38245547709661415
P2|CARBO|F9,F9,48,1.0,1.0
P2|CT|F9,F9,24,0.8479,0.8787834125006649
P2|CT|F9,F9,48,1.0,1.0
P2|GEO|F11,F11,24,0.4712,0.46457432986091834
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.6357668570838703
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0
Saudável||None||B1||c1,1,12,0.2474,-0.09615090894211294
Saudável||None||B1||c1,1,24,0.8772,0.7282937948885726
Saudável||None||B1||c2,2,24,0.6237,0.589314948419322
originais||None||A1||c1,1,8,0.4187,0.3930156463948168
originais||None||A1||c2,2,8,0.2655,0.29209834048298033
originais||None||B5||c1,1,24,0.4674,0.9573657614431489
originais||None||D1||c1,1,8,0.4376,0.43082096584793833
originais||None||D1||c1,1,12,0.5513,0.5240647012613283
originais||None||D1||c1,1,24,0.8835,0.83901080804171
originais||None||D1||c2,2,8,0.4467,0.4105970229693689
originais||None||D1||c2,2,12,0.5702,0.5310591682046099
originais||None||D1||c2,2,24,0.7929,0.8001903310838336
originais||None||D4||c1,1,8,0.6003,0.6114674772548196
originais||None||D4||c1,1,24,0.8093,1.0
