arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
D1 12H 1_png.rf.mKsxEDejqQN6qCQxLyns.png,1265,12.647299,1,640,640
D1 12H 2_png.rf.hM6Jhc6UJKSMWKFN6Pta.png,1594,15.941364,1,640,640
D1 24H 2_png.rf.JPXsJfPNRWwnAkf2OC68.png,854,8.539766,1,640,640
D4 0H 1_png.rf.FutNJ1bcHBCTMEvRlEBr.png,2252,22.519282,1,640,640
D4 8H 1_png.rf.xpR4xGrS7xqp2WqsHOdj.png,2260,22.598473,1,640,640
D4 12H 1_png.rf.9BeWOTfVwMn3ywdSyPmt.png,1955,19.553458,1,640,640
D4 24H 1_png.rf.l74W6BtAd1h2vbDdLYa7.png,1240,12.398916,1,640,640
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,1634,16.341943,1,640,640
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,1815,18.153412,1,640,640
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,814,8.143044,1,640,640
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,941,9.406852,1,640,640
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,487,4.871493,1,640,640
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,540,5.396669,1,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,640,640
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,640,640
A5 0HR 1_png.rf.ckTpizxWhCzqrJmwetqV.png,1553,15.53125,1,640,640
A5 0HR 2_png.rf.C9gm2A2fkupz9aW1u7b9.png,1796,17.962751,1,640,640
A5 8HR 1_png.rf.qbCCkoclBZRwrN2mNDA9.png,585,5.854655,1,640,640
A5 8HR 2_png.rf.7U0SE5K1r1eXtmiCBL1Q.png,702,7.024757,1,640,640
A5 12HR 1_png.rf.IESDSkszuJatVJfvQ7PW.png,258,2.575484,1,640,640
A5 12HR 2_png.rf.rAr8U7x7uLNYSny2Orvg.png,295,2.951116,1,640,640
A5 24HR 1_png.rf.CpfIcPI5krfxTtJFGjKH.png,0,0.0,0,640,640
A5 24HR 2_png.rf.JBrJ8KO8uH9Jn3iTJvZf.png,0,0.0,0,640,640
B5 0HR 1_png.rf.J6hP1h51BcAFg4KFN6lN.png,1898,18.977263,1,640,640
B5 0HR 2_png.rf.MUU0CWJgRWrZIA9N0J2X.png,2518,25.177818,1,640,640
B5 8HR 1_png.rf.Ym4RLm5f7bEAlTD8XV4Q.png,913,9.127003,1,640,640
B5 8HR 2_png.rf.1bM2nfrE3C3SuMgkQzIF.png,1829,18.291153,1,640,640
B5 12HR 1_png.rf.XqoVkA4DK3JbERfwmQPP.png,673,6.727807,1,640,640
B5 12HR 2_png.rf.EZH0RYIN3t8Q75rFyebV.png,1761,17.608892,1,640,640
B5 24HR _png.rf.g9PDGT1tjMWdiPw6OCJg.png,2193,21.930419,1,640,640
D1 0HR 1_png.rf.pXGKiyw6dpCjGOogRcBS.png,1798,17.984422,1,640,640
D1 0HR 2_png.rf.Ak8bfHD2sNvAS5ARU8WU.png,1849,18.494704,1,640,640
D1 8HR 1_png.rf.Pm37sn4g0olAl9FUCP58.png,913,9.12806,1,640,640
D1 8HR 2_png.rf.We4y9DkVsrjwHtYEPH1S.png,1272,12.72444,1,640,640
D1 12HR 1_png.rf.mtvtObh31Z25eXwo4BTB.png,1152,11.523726,1,640,640
D1 12HR 2_png.rf.E03XFlEmMbe4CLEeQ5L0.png,1009,10.08903,1,640,640
D1 24HR 1_png.rf.EHcrx6DNEOw8vqgtCyC2.png,0,0.0,0,640,640
B6 0hr 1_png.rf.tP2kS9n37GFU0hMWW7mV.png,2522,25.220576,1,640,640
B6 12hr 1_png.rf.wMEDLQnrMWwVbcfKlQek.png,712,7.123619,1,640,640
B6 12hr 2_png.rf.y4b1NNhMuInMAANEGR5y.png,5769,57.686699,1,640,640
B6 24h 1_png.rf.Mqv4F4d5b4AUQiStkAzE.png,0,0.0,0,640,640
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,1302,13.023868,1,640,640
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,1869,18.690403,1,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,763,7.628771,1,640,640
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,1354,13.536682,1,640,640
(baseline_recuperado),1699,16.987721,1,640,640
A5 8HR 1_png.rf.jEYUYpVLybixXNUndrI9.png,1177,11.77394,1,640,640
A5 12HR 1_png.rf.1xA3zwCvRWDQRrGvHIhA.png,966,9.65771,1,640,640
A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,1253,12.533187,1,640,640
A5 24HR 2_png.rf.xE7wqG2pbN9OFXjVvNjl.png,1048,10.482312,1,640,640
B5 0HR 1_png.rf.HyxAq2SZFEx1y342m6b9.png,8668,86.675826,1,640,640
B5 8HR 2_png.rf.BzRPidTOrz4nL1zIlvSL.png,2497,24.972816,1,640,640
B5 12HR 2_png.rf.mSR2WAZaiHT4hljqFuAE.png,1876,18.760621,1,640,640
B5 24HR 1_png.rf.TJTLDoAzR6YqhVVqJjBV.png,4559,45.588287,1,640,640
D1 0HR 1_png.rf.X95BBgcop2LdYBHvWj7G.png,2013,20.127725,1,640,640
D1 0HR 2_png.rf.pBkydjxMgVt0vB999uLo.png,2207,22.06595,1,640,640
D1 8HR 1_png.rf.7pXlMXWWJkv2xLuAp89c.png,1176,11.759613,1,640,640
D1 8HR 2_png.rf.zXqaP0fHqHbabD0CzjuF.png,1273,12.725412,1,640,640
D1 12HR 1_png.rf.Sa5pwYNBsukEYVE7qdCO.png,919,9.192332,1,640,640
D1 12HR 2_png.rf.c61b9Qj6PnDGEcivk5oi.png,995,9.946575,1,640,640
D1 24HR 1_png.rf.D7yfyoxo08GRgfqWxkKs.png,241,2.405636,1,640,640
D1 24HR 2_png.rf.uoxKxnADebGlXimnPrEx.png,504,5.039362,1,640,640
D4 0HR 1_png.rf.eLqJwBy4PkAeXHhqw8Ir.png,1957,19.565188,1,640,640
D4 0HR 2_png.rf.EwNjDB9ss3gmM00iJqPT.png,1832,18.316255,1,640,640
D4 8HR 1_png.rf.VEshHRtiysfYv1YrXVR9.png,754,7.542154,1,640,640
D4 8HR 2_png.rf.1gESfR3nmJtUf5QdqE6H.png,581,5.809033,1,640,640
D4 12HR 2_png.rf.3mHz6QXfVp3bYuBorSyN.png,822,8.222267,1,640,640
D4 24HR 1_png.rf.ZeWox4g9WSQYjCRdF5Hj.png,371,3.707928,1,640,640
D4 24HR 2_png.rf.aSdWjnYDFFICPSVHPh41.png,0,0.0,0,640,640
ct2_5_png.rf.V6uuFIT0hRf8VvfkI0ft.png,4459,44.586054,1,640,640
Snap-10_146_png.rf.J1zTbpCRqsOW6DtsIPzv.png,0,0.0,0,640,640
ct2_3_png.rf.05gH6Q4BVtzjbT8GvpXk.png,4022,40.224638,1,640,640
Snap-09_200_png.rf.T1DuJr60ClWyEIrNPE9K.png,0,0.0,0,640,640
Snap-08_141_png.rf.xxwXm4vgaTgEnxfrDBvk.png,0,0.0,0,640,640
Snap-42_225_png.rf.mQxoBxfdEUUtVkhWybfs.png,2278,22.777102,1,640,640
Snap-42_165_png.rf.3eAR7nfV8aWUfPbBc82Q.png,3723,37.234893,1,640,640
Snap-31_281_png.rf.HrwVzS03qTHBX5RB7awf.png,159,1.589444,1,640,640
Snap-37_235_png.rf.fp1LasdFT1TZbfgrTie6.png,2870,28.700886,1,640,640
Snap-37_175_png.rf.FF9MN09bmlSbN40cxQRu.png,4444,44.438581,1,640,640
Snap-26_283_png.rf.YFDkIZNg1W2rRyv6xoZQ.png,100,0.998178,1,640,640
Snap-47_219_png.rf.tXiQQL4hg3VyVt8yhPHg.png,5504,55.04135,1,640,640
Snap-47_159_png.rf.iWHwHxKcpvJIH7RHtxRu.png,1787,17.867004,1,640,640
Snap-36_271_png.rf.sfFr7wfzXmMz4JWE34hv.png,1882,18.8176,1,640,640
Snap-52_213_png.rf.YrkkVK1Bonf3TxwPZWyE.png,2789,27.886982,1,640,640
Snap-41_270_png.rf.46zb8PtP1Yuu9Wit1FpP.png,1016,10.159278,1,640,640
ptx1_2_png.rf.mOSxinMIUOQxQUjpAhxb.png,3020,30.198422,1,640,640
Snap-18_182_png.rf.0olrnxTCWxDIVmtPK3HA.png,1656,16.562039,1,640,640
Snap-18_122_png.rf.rEzRHI9DOsMmEv8NXGFz.png,679,6.786563,1,640,640
ptx2_4_png.rf.YEH27Bh4es5Hup4qomsA.png,4506,45.0556,1,640,640
Snap-25_184_png.rf.fnCmHOHxb5uRZMEeY7RB.png,3996,39.957856,1,640,640
Snap-25_124_png.rf.qhyZRieBWx1vF8Vfj4ck.png,2345,23.450579,1,640,640
(baseline_recuperado),4775,47.754228,1,640,640
Snap-20_104_png.rf.lu9wLu7mqVxquLAseXNa.png,1075,10.752698,1,640,640
Snap-21_56_png.rf.ycoY7vPUknblypXrORx3.png,465,4.654363,1,640,640
Snap-25_png.rf.NZSC2ldRJFXa4414jttF.png,4458,44.581896,1,640,640
Snap-24_96_png.rf.s6DeTIAvmh6iZiaYgj4W.png,2029,20.287577,1,640,640
Snap-25_50_png.rf.CHeux2nrD5owQB0rBnrP.png,0,0.0,0,640,640
Snap-60_png.rf.RpcRTxyR97nXnbvR3urB.png,4375,43.748376,1,640,640
Snap-60_12_png.rf.AiY33Mo4Daj2M4cZgUnh.png,2272,22.724381,1,640,640
Snap-54_png.rf.HGYLhnxL2tQsTiXRBg9n.png,4160,41.600228,1,640,640
Snap-54_106_png.rf.VOFbghvZhHsPNSqUFFkZ.png,1975,19.751729,1,640,640
Snap-54_1_png.rf.LYlBIIJ3KoqRfd7QemOX.png,1604,16.04171,1,640,640
(baseline_recuperado),4549,45.489559,1,640,640
Snap-15_60_png.rf.AUB9Da86Zc4f2GiWRpgF.png,1308,13.07957,1,640,640
Snap-15_15_png.rf.oEkUKHxOZ7qcBLxMlF5e.png,0,0.0,0,640,640
Snap-10_png.rf.yj7fOx6nAZtfK19C65wZ.png,4316,43.157943,1,640,640
Snap-09_66_png.rf.DXbLfCegxmVs4TDoenmh.png,693,6.931621,1,640,640
Snap-09_21_png.rf.eX9WeCW8GgIO8pb44zNf.png,0,0.0,0,640,640
Snap-42_png.rf.vXnbjKiFLjrY6iWZoR1j.png,3326,33.256163,1,640,640
Snap-42_76_png.rf.erwRb4d1blf6lhZ6UFWy.png,1842,18.419971,1,640,640
Snap-39_77_png.rf.FBpms3tKgC2fVOg0pxu7.png,2368,23.683156,1,640,640
