arquivo_b,stem_normalizado,arquivo_a,pasta_a,linha_celular,well_campo,timepoint_h,similaridade,margem_2o_melhor,status,experimento,tratamento,creation_dt,field_id,grp_field,grp_treat,split_skov
Snap-08_png.rf.nMSmGWytV5eO27dMe1ee.png,snap-8,Snap-08.tiff,SKOV/0h,SKOV,snap-8,0,0.9996,0.1985,ok,P2,CT,,7,P2|CT|F7,P2|CT,train
Snap-08_22_png.rf.GCWDDmkNJNGxWqA6yAIT.png,snap-8,Snap-08.tiff,SKOV/48h,SKOV,snap-8,48,0.9995,0.198,ok,P2,CT,,8,P2|CT|F8,P2|CT,train
Snap-55_png.rf.mdqwr9JeLjcb6ofmfYgj.png,snap-55,Snap-55.tiff,SKOV/0h,SKOV,snap-55,0,0.9987,0.2016,ok,P2,CARBO+GEO,,9,P2|CARBO+GEO|F9,P2|CARBO+GEO,train
Snap-55_151_png.rf.HB3SBxZfAuHyuw16MFoY.png,snap-55,Snap-55 (2).tiff,SKOV/48h,SKOV,snap-55,48,0.9995,0.1452,ok,P1,GEO+PTX,,9,P1|GEO+PTX|F9,P1|GEO+PTX,train
Snap-55_2_png.rf.yBgBsBStUWm9nrHoWzT9.png,snap-55,Snap-55.tiff,SKOV/48h,SKOV,snap-55,48,0.9997,0.1453,ok,P2,CARBO+GEO,,9,P2|CARBO+GEO|F9,P2|CARBO+GEO,train
Snap-55_211_png.rf.EPNfhr87AJkv5f9UxEy5.png,snap-55,Snap-55 (2).tiff,SKOV/24h,SKOV,snap-55,24,0.9995,0.1939,ok,P1,GEO+PTX,,9,P1|GEO+PTX|F9,P1|GEO+PTX,train
Snap-55_107_png.rf.sR9Ln7DKRgZ1U7IHe31n.png,snap-55,Snap-55.tiff,SKOV/24h,SKOV,snap-55,24,0.9996,0.1598,ok,P2,CARBO+GEO,,9,P2|CARBO+GEO|F9,P2|CARBO+GEO,train
Snap-50_217_png.rf.rf55ujFurc07N7cDRLSR.png,snap-50,Snap-50 (2).tiff,SKOV/24h,SKOV,snap-50,24,0.9997,0.1754,ok,P1,GEO+PTX,,4,P1|GEO+PTX|F4,P1|GEO+PTX,val
Snap-50_8_png.rf.GllVB6GPGv2m6wnXP8At.png,snap-50,Snap-50.tiff,SKOV/48h,SKOV,snap-50,48,0.9994,0.2215,ok,P2,CARBO+GEO,,4,P2|CARBO+GEO|F4,P2|CARBO+GEO,val
Snap-50_113_png.rf.tvrHilkt9qEzTsmrzhEz.png,snap-50,Snap-50.tiff,SKOV/24h,SKOV,snap-50,24,0.9995,0.1888,ok,P2,CARBO+GEO,,4,P2|CARBO+GEO|F4,P2|CARBO+GEO,val
Snap-50_157_png.rf.O8bQtgrO9JA4I4wWYrex.png,snap-50,Snap-50 (2).tiff,SKOV/48h,SKOV,snap-50,48,0.9997,0.1757,ok,P1,GEO+PTX,,4,P1|GEO+PTX|F4,P1|GEO+PTX,val
Snap-50_png.rf.HA7jd2gx3sJmNEaL5hJZ.png,snap-50,Snap-50.tiff,SKOV/0h,SKOV,snap-50,0,0.9975,0.2078,ok,P2,CARBO+GEO,,4,P2|CARBO+GEO|F4,P2|CARBO+GEO,val
ct3_5_png.rf.rPD7kpqEkJ4PcSKpPkrP.png,ct3 5,ct3_5.tiff,SKOV/0h,SKOV,ct3_5,0,0.9997,,ok,P1,CT,,15,P1|CT|F15,P1|CT,train
ct3_3_png.rf.vFYj9FMCGAqQ32xosxLR.png,ct3 3,ct3_3.tiff,SKOV/0h,SKOV,ct3_3,0,0.9995,,ok,P1,CT,,13,P1|CT|F13,P1|CT,val
Snap-14_18_png.rf.cTI14kZnt7qLocJDEl8J.png,snap-14,Snap-14.tiff,SKOV/48h,SKOV,snap-14,48,0.9995,0.1726,ok,P2,CT,,14,P2|CT|F14,P2|CT,val
Snap-14_63_png.rf.CP0h7e9qVBHWMIowPwi3.png,snap-14,Snap-14.tiff,SKOV/24h,SKOV,snap-14,24,0.9993,0.1886,ok,P2,CT,,14,P2|CT|F14,P2|CT,val
Snap-14_197_png.rf.BYX13QN3Hg5IwWB1K8CE.png,snap-14,Snap-14 (2).tiff,SKOV/24h,SKOV,snap-14,24,0.9996,0.1981,ok,P1,CT,,13,P1|CT|F13,P1|CT,val
Snap-14_png.rf.s2v9VcqXVmUKf34AJR9n.png,snap-14,Snap-14.tiff,SKOV/0h,SKOV,snap-14,0,0.9997,0.1635,ok,P2,CT,,13,P2|CT|F13,P2|CT,train
Snap-14_137_png.rf.JGQAHR1rLHubpmhNmWKG.png,snap-14,Snap-14 (2).tiff,SKOV/48h,SKOV,snap-14,48,0.9995,0.1631,ok,P1,CT,,14,P1|CT|F14,P1|CT,train
Snap-57_14_png.rf.zzuxYUS6GURsSfNtRXi0.png,snap-57,Snap-57.tiff,SKOV/48h,SKOV,snap-57,48,0.9995,0.2606,ok,P2,CARBO+GEO,,11,P2|CARBO+GEO|F11,P2|CARBO+GEO,train
Snap-57_163_png.rf.pDbnqWgyxSpfj13CWb0J.png,snap-57,Snap-57 (2).tiff,SKOV/48h,SKOV,snap-57,48,0.9995,0.2454,ok,P1,GEO+PTX,,11,P1|GEO+PTX|F11,P1|GEO+PTX,train
Snap-57_223_png.rf.Y5JAUxICexxY7SL4iYkm.png,snap-57,Snap-57 (2).tiff,SKOV/24h,SKOV,snap-57,24,0.9996,0.2474,ok,P1,GEO+PTX,,11,P1|GEO+PTX|F11,P1|GEO+PTX,train
Snap-57_png.rf.bdYboWX9ErOHYRCWsvjV.png,snap-57,Snap-57.tiff,SKOV/0h,SKOV,snap-57,0,0.9997,0.2454,ok,P2,CARBO+GEO,,11,P2|CARBO+GEO|F11,P2|CARBO+GEO,train
Snap-57_118_png.rf.ujk8XtRp7brOc2jVj3FQ.png,snap-57,Snap-57.tiff,SKOV/24h,SKOV,snap-57,24,0.9984,0.2836,ok,P2,CARBO+GEO,,11,P2|CARBO+GEO|F11,P2|CARBO+GEO,train
Snap-13_png.rf.TDZyVXJDnI8SJNuM33dy.png,snap-13,Snap-13.tiff,SKOV/0h,SKOV,snap-13,0,0.9998,0.2251,ok,P2,CT,,12,P2|CT|F12,P2|CT,train
Snap-13_19_png.rf.b6sHGo2amM793rhoOAp1.png,snap-13,Snap-13.tiff,SKOV/48h,SKOV,snap-13,48,0.9994,0.2387,ok,P2,CT,,13,P2|CT|F13,P2|CT,train
Snap-13_138_png.rf.l88Miu2G7y8rOkIqtnCW.png,snap-13,Snap-13 (2).tiff,SKOV/48h,SKOV,snap-13,48,0.9994,0.2247,ok,P1,CT,,13,P1|CT|F13,P1|CT,val
Snap-13_64_png.rf.RyKN7O5yesCpISX8jvQV.png,snap-13,Snap-13.tiff,SKOV/24h,SKOV,snap-13,24,0.9992,0.2322,ok,P2,CT,,13,P2|CT|F13,P2|CT,train
Snap-13_243_png.rf.tUzcuWuytl6VQBEZn5pP.png,snap-13,Snap-13.tiff,SKOV/72h,SKOV,snap-13,72,0.9988,0.2381,ok,P1,PTX,,8,P1|PTX|F8,P1|PTX,test
Snap-13_198_png.rf.0xLGaLBejIuzOY4c8uT2.png,snap-13,Snap-13 (2).tiff,SKOV/24h,SKOV,snap-13,24,0.9995,0.232,ok,P1,CT,,12,P1|CT|F12,P1|CT,train
Snap-10_72_png.rf.n7hfG13etFn8yDPHlWXd.png,snap-10,Snap-10.tiff,SKOV/24h,SKOV,snap-10,24,0.9992,0.1743,ok,P2,CT,,10,P2|CT|F10,P2|CT,val
Snap-10_png.rf.yj7fOx6nAZtfK19C65wZ.png,snap-10,Snap-10.tiff,SKOV/0h,SKOV,snap-10,0,0.9997,0.1867,ok,P2,CT,,9,P2|CT|F9,P2|CT,train
Snap-10_206_png.rf.qsKnxTuSvux45mlYUYLk.png,snap-10,Snap-10 (2).tiff,SKOV/24h,SKOV,snap-10,24,0.9995,0.18,ok,P1,CT,,9,P1|CT|F9,P1|CT,train
Snap-10_146_png.rf.J1zTbpCRqsOW6DtsIPzv.png,snap-10,Snap-10 (2).tiff,SKOV/48h,SKOV,snap-10,48,0.9994,0.1603,ok,P1,CT,,10,P1|CT|F10,P1|CT,val
Snap-10_27_png.rf.InxxspUYRgK57BBNVAEq.png,snap-10,Snap-10.tiff,SKOV/48h,SKOV,snap-10,48,0.9996,0.1608,ok,P2,CT,,10,P2|CT|F10,P2|CT,val
Snap-07_70_png.rf.vNyGAtPWPJA0rF6FhxvN.png,snap-7,Snap-07.tiff,SKOV/24h,SKOV,snap-7,24,0.9994,0.1718,ok,P2,CT,,7,P2|CT|F7,P2|CT,train
Snap-07_204_png.rf.H0N5xKu4UYwZk6TNY3Xd.png,snap-7,Snap-07 (2).tiff,SKOV/24h,SKOV,snap-7,24,0.9994,0.19,ok,P1,CT,,6,P1|CT|F6,P1|CT,train
Snap-07_png.rf.g6SCaXQJinM4lCI6wdd5.png,snap-7,Snap-07.tiff,SKOV/0h,SKOV,snap-7,0,0.9996,0.1518,ok,P2,CT,,6,P2|CT|F6,P2|CT,train
Snap-07_25_png.rf.XApzD0Pw1QxeCLShLeqI.png,snap-7,Snap-07.tiff,SKOV/48h,SKOV,snap-7,48,0.9996,0.1517,ok,P2,CT,,7,P2|CT|F7,P2|CT,train
Snap-07_144_png.rf.vfJMuF8YRLj9hUriVTPL.png,snap-7,Snap-07 (2).tiff,SKOV/48h,SKOV,snap-7,48,0.9994,0.2224,ok,P1,CT,,7,P1|CT|F7,P1|CT,train
Snap-33_37_png.rf.9no99MZvmBZOLsdg6Atx.png,snap-33,Snap-33.tiff,SKOV/48h,SKOV,snap-33,48,0.9996,0.2,ok,P2,GEO,,3,P2|GEO|F3,P2|GEO,train
Snap-33_82_png.rf.0OBavEsnW2E5DqKbGtgA.png,snap-33,Snap-33.tiff,SKOV/24h,SKOV,snap-33,24,0.9995,0.2214,ok,P2,GEO,,2,P2|GEO|F2,P2|GEO,train
Snap-33_171_png.rf.E47tm0ycTBxOqSzcCzoG.png,snap-33,Snap-33 (2).tiff,SKOV/48h,SKOV,snap-33,48,0.9994,0.1683,ok,P1,GEO,,2,P1|GEO|F2,P1|GEO,train
Snap-33_231_png.rf.JAemjrnP9ImKmVmpRfzn.png,snap-33,Snap-33 (2).tiff,SKOV/24h,SKOV,snap-33,24,0.9995,0.1683,ok,P1,GEO,,2,P1|GEO|F2,P1|GEO,train
Snap-33_277_png.rf.VKo8X4odufnCCAnDoQ0P.png,snap-33,Snap-33.tiff,SKOV/72h,SKOV,snap-33,72,0.9996,0.2849,ok,P1,GEO,,13,P1|GEO|F13,P1|GEO,test
Snap-33_png.rf.lRxwtWAAAbkEpA18HoVS.png,snap-33,Snap-33.tiff,SKOV/0h,SKOV,snap-33,0,0.9998,0.1982,ok,P2,GEO,,2,P2|GEO|F2,P2|GEO,train
ct1_5_png.rf.xygVTmZfimx6b9L39l2C.png,ct1 5,ct1_5.tiff,SKOV/0h,SKOV,ct1_5,0,0.9994,,ok,P1,CT,,5,P1|CT|F5,P1|CT,train
ptx2_5_png.rf.ZcYzvy2P9SDnI5FO7SZ3.png,ptx2 5,ptx2_5.tiff,SKOV/0h,SKOV,ptx2_5,0,0.9995,,ok,P1,PTX,,10,P1|PTX|F10,P1|PTX,train
Snap-53_216_png.rf.ceY07VS1O3yBsoN0i4yF.png,snap-53,Snap-53 (2).tiff,SKOV/24h,SKOV,snap-53,24,0.9996,0.2141,ok,P1,GEO+PTX,,7,P1|GEO+PTX|F7,P1|GEO+PTX,train
Snap-53_156_png.rf.2KewamwDRhiW6t7lbzHC.png,snap-53,Snap-53 (2).tiff,SKOV/48h,SKOV,snap-53,48,0.9995,0.216,ok,P1,GEO+PTX,,7,P1|GEO+PTX|F7,P1|GEO+PTX,train
Snap-53_png.rf.SPyaEqsIv6YUwm8RQELh.png,snap-53,Snap-53.tiff,SKOV/0h,SKOV,snap-53,0,0.9995,0.2135,ok,P2,CARBO+GEO,,7,P2|CARBO+GEO|F7,P2|CARBO+GEO,test
Snap-53_112_png.rf.y85Lfcr4yLHN2tGaM2NL.png,snap-53,Snap-53.tiff,SKOV/24h,SKOV,snap-53,24,0.9995,0.2194,ok,P2,CARBO+GEO,,7,P2|CARBO+GEO|F7,P2|CARBO+GEO,test
Snap-53_7_png.rf.2ct09e2HAorv0Sj4JVs5.png,snap-53,Snap-53.tiff,SKOV/48h,SKOV,snap-53,48,0.9995,0.2583,ok,P2,CARBO+GEO,,7,P2|CARBO+GEO|F7,P2|CARBO+GEO,test
Snap-30_55_png.rf.6m4MweF1gXcaFnLD23yF.png,snap-30,Snap-30.tiff,SKOV/48h,SKOV,snap-30,48,0.9996,0.2314,ok,P2,CARBO,,14,P2|CARBO|F14,P2|CARBO,train
Snap-30_100_png.rf.DcdJxw6OPtMDzDx5c3Lq.png,snap-30,Snap-30.tiff,SKOV/24h,SKOV,snap-30,24,0.9996,0.2251,ok,P2,CARBO,,15,P2|CARBO|F15,P2|CARBO,train
Snap-30_png.rf.Xojuz9v1uRZimBXRpyJ2.png,snap-30,Snap-30.tiff,SKOV/0h,SKOV,snap-30,0,0.9997,0.2265,ok,P2,CARBO,,14,P2|CARBO|F14,P2|CARBO,train
Snap-30_129_png.rf.KEvLsnuWxsJl9q7Pk2G2.png,snap-30,Snap-30 (2).tiff,SKOV/48h,SKOV,snap-30,48,0.9995,0.2535,ok,P1,PTX,,14,P1|PTX|F14,P1|PTX,train
Snap-30_189_png.rf.U7DtY68aa2qOKJpDCR2K.png,snap-30,Snap-30 (2).tiff,SKOV/24h,SKOV,snap-30,24,0.9998,0.2543,ok,P1,PTX,,14,P1|PTX|F14,P1|PTX,train
ptx1_2_png.rf.mOSxinMIUOQxQUjpAhxb.png,ptx1 2,ptx1_2.tiff,SKOV/0h,SKOV,ptx1_2,0,0.9996,,ok,P1,PTX,,2,P1|PTX|F2,P1|PTX,train
Snap-28_png.rf.53e1fT3dOkKzOIbE7A2L.png,snap-28,Snap-28.tiff,SKOV/0h,SKOV,snap-28,0,0.9994,0.1918,ok,P2,CARBO,,12,P2|CARBO|F12,P2|CARBO,train
Snap-28_52_png.rf.DmC6ddQwMqlVy1m8BSG0.png,snap-28,Snap-28.tiff,SKOV/48h,SKOV,snap-28,48,0.9996,0.2335,ok,P2,CARBO,,12,P2|CARBO|F12,P2|CARBO,train
Snap-28_280_png.rf.Xe3kQDC14ewhHfBA8CUW.png,snap-28,Snap-28.tiff,SKOV/72h,SKOV,snap-28,72,0.9987,0.2061,ok,P1,GEO,,8,P1|GEO|F8,P1|GEO,test
Snap-28_126_png.rf.V9gVxGXcQuCpVJLB39Zx.png,snap-28,Snap-28 (2).tiff,SKOV/48h,SKOV,snap-28,48,0.9996,0.2749,ok,P1,PTX,,12,P1|PTX|F12,P1|PTX,train
Snap-28_186_png.rf.Pxc3A3OicklntYPjiAag.png,snap-28,Snap-28 (2).tiff,SKOV/24h,SKOV,snap-28,24,0.9996,0.2223,ok,P1,PTX,,12,P1|PTX|F12,P1|PTX,train
Snap-28_97_png.rf.XDLmTq2FjXvy3Vkcqds3.png,snap-28,Snap-28.tiff,SKOV/24h,SKOV,snap-28,24,0.9995,0.1914,ok,P2,CARBO,,13,P2|CARBO|F13,P2|CARBO,train
Snap-32_232_png.rf.H6ouoiFAv5Y1rFVDrWAl.png,snap-32,Snap-32 (2).tiff,SKOV/24h,SKOV,snap-32,24,0.9995,0.1782,ok,P1,GEO,,1,P1|GEO|F1,P1|GEO,train
Snap-32_172_png.rf.v8kSqKvdYhYnQPNDX2xH.png,snap-32,Snap-32 (2).tiff,SKOV/48h,SKOV,snap-32,48,0.9994,0.178,ok,P1,GEO,,1,P1|GEO|F1,P1|GEO,train
Snap-32_278_png.rf.nLijQDvNEE80IhapSa8o.png,snap-32,Snap-32.tiff,SKOV/72h,SKOV,snap-32,72,0.9996,0.3177,ok,P1,GEO,,12,P1|GEO|F12,P1|GEO,train
Snap-32_83_png.rf.zimIKCDN8Am3qdwGC4kR.png,snap-32,Snap-32.tiff,SKOV/24h,SKOV,snap-32,24,0.9995,0.2146,ok,P2,GEO,,1,P2|GEO|F1,P2|GEO,train
Snap-32_38_png.rf.Bax0fFvBhSAiX72iQPds.png,snap-32,Snap-32.tiff,SKOV/48h,SKOV,snap-32,48,0.9995,0.2412,ok,P2,GEO,,2,P2|GEO|F2,P2|GEO,train
Snap-32_png.rf.gnPsOfWEBlQ88rOXjxL2.png,snap-32,Snap-32.tiff,SKOV/0h,SKOV,snap-32,0,0.9997,0.1996,ok,P2,GEO,,1,P2|GEO|F1,P2|GEO,train
Snap-29_183_png.rf.TEtTesrejABE2zAfrCRO.png,snap-29,Snap-29 (2).tiff,SKOV/24h,SKOV,snap-29,24,0.9996,0.139,ok,P1,PTX,,13,P1|PTX|F13,P1|PTX,val
Snap-29_275_png.rf.XkckzJWNljmGBj0JLo7I.png,snap-29,Snap-29.tiff,SKOV/72h,SKOV,snap-29,72,0.9991,0.2231,ok,P1,GEO,,9,P1|GEO|F9,P1|GEO,train
Snap-29_png.rf.HhjvWugqHNOuxEUR80xT.png,snap-29,Snap-29.tiff,SKOV/0h,SKOV,snap-29,0,0.9998,0.1393,ok,P2,CARBO,,13,P2|CARBO|F13,P2|CARBO,train
Snap-29_123_png.rf.VWdEayiXaSZj0sRvU9Lh.png,snap-29,Snap-29 (2).tiff,SKOV/48h,SKOV,snap-29,48,0.9996,0.16,ok,P1,PTX,,13,P1|PTX|F13,P1|PTX,val
Snap-29_94_png.rf.qaT0a4MOXWeFqaJqDMsT.png,snap-29,Snap-29.tiff,SKOV/24h,SKOV,snap-29,24,0.9988,0.1798,ok,P2,CARBO,,14,P2|CARBO|F14,P2|CARBO,train
Snap-29_49_png.rf.sO8t65IvPbrmOmeTdSFp.png,snap-29,Snap-29.tiff,SKOV/48h,SKOV,snap-29,48,0.9996,0.1523,ok,P2,CARBO,,13,P2|CARBO|F13,P2|CARBO,train
Snap-31_40_png.rf.MlgkW5XJAczCgefQquEJ.png,snap-31,Snap-31.tiff,SKOV/48h,SKOV,snap-31,48,0.9995,0.2443,ok,P2,GEO,,1,P2|GEO|F1,P2|GEO,train
Snap-31_281_png.rf.HrwVzS03qTHBX5RB7awf.png,snap-31,Snap-31.tiff,SKOV/72h,SKOV,snap-31,72,0.9996,0.2652,ok,P1,GEO,,11,P1|GEO|F11,P1|GEO,train
ptx3_4_png.rf.zUAP19LA8H9wE86pzDel.png,ptx3 4,ptx3_4.tiff,SKOV/0h,SKOV,ptx3_4,0,0.9996,,ok,P1,PTX,,14,P1|PTX|F14,P1|PTX,train
Snap-04_23_png.rf.1BJgEenRWx1JWIEQf9Lv.png,snap-4,Snap-04.tiff,SKOV/48h,SKOV,snap-4,48,0.9867,0.2091,ok,P2,CT,,4,P2|CT|F4,P2|CT,train
